COD_ELEMENTO;IDE_EVENTO;MANIOBRA;IDE_CODIGO_CLASE;NOM_CODIGO;ANIO;MES;DIA;DUR_H;PROM_H;NUM_APERTURAS
CIRQ0142;1196406;560841;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;2;13;19.674;19.674;1
MORN0714;1200491;588603;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;27;14.059;14.059;1
CORQ0060;1203283;607350;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;22;7.419;7.419;1
SARQ0176;1204962;610688;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;5;19;7.288;7.288;1
R-120;1209401;622621;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;7;0.015;0.015;1
R-071;1210078;626467;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;19;0.004;0.004;1
R-059;1210125;626537;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;19;0.001;0.001;1
S-2504;1211208;628432;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;25;0.895;0.895;1
S-744;1212692;634611;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;8;22;1.885;1.885;1
R-116;1214577;642678;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;6;0.001;0.001;1
R-072;1215016;643205;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;10;1.711;0.96;1
BURQ0065;1218691;648396;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;13;39.501;39.501;1
304-24;1222182;653383;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;11;25;0.09;0.09;1
BAUQ0034;1197001;561609;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;2;20;4.658;4.658;1
R-026;1197575;564721;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;28;0.001;0.001;1
113-23;1207999;614515;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DEL TRASNFORMADOR DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;6;20;0.021;0.021;1
112-22;1213156;641591;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO DE TRANSFORMADORES DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;8;27;0.002;0.002;1
PIRQ0109;1214544;642850;Interrupciones No Programadas no Excluibles;APERTURA POR ROBO DE INFRAESTRUCTURA;2023;9;6;34.836;34.836;1
C-0332;1215471;644693;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;9;22;0.042;0.042;1
CIRQ0267;1216867;645668;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;29;6.193;6.193;1
R-154;1223218;665611;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DEL TRASNFORMADOR DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;12;13;0.001;0.001;1
QURQ0168;1195996;555967;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;8;1.083;1.083;1
R-033;1198492;568245;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;8;0.001;0.001;1
CARP0255;1201366;594382;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;4;3;25;25;1
QURQ0228;1202549;605958;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;4;12;1.466;1.466;1
C-0176;1202635;607160;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;4;20;1.173;1.173;1
R-122;1203477;607603;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;25;1.63;1.528;1
TERP0098;1203655;607892;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;4;25;19.521;19.521;1
R-071;1211731;629282;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;1;0.384;0.384;1
FIRQ0078;1212796;633686;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;8;14;1.853;1.853;1
QURP0596;1212529;634100;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;8;17;0.35;0.35;1
R-071;1213998;641908;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;29;0.001;0.001;1
QURP0323;1214572;642934;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;9;8;1.602;1.602;1
R-120;1216320;644949;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;24;0.001;0.001;1
304-22;1222857;658031;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;12;6;0.008;0.008;1
GERQ0299;1223392;665995;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;12;16;32.692;32.692;1
206-25;1199361;583799;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;3;18;0.015;0.015;1
R-009;1199611;584041;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;20;0.011;0.011;1
GERQ0107;1200773;591971;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;3;0.933;0.933;1
S-120;1202846;606641;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;16;8.821;8.821;1
111-25;1206368;611787;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;5;29;0.007;0.007;1
304-27;1207999;614532;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DEL TRASNFORMADOR DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;6;20;0.021;0.021;1
R-036;1208171;614732;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;21;0.048;0.048;1
ARUQ1363;1208218;616166;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;6;30;0.95;0.95;1
CARP0323;1211894;629444;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;8;1;18.88;18.88;1
101-25;1212214;629871;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;8;5;0.043;0.043;1
303-24;1215245;643536;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;9;12;0.015;0.015;1
R-031;1215934;644471;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;22;0.001;0.001;1
ARUP1268;1215700;645628;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;9;28;0.617;0.617;1
SR-0014;1219508;649426;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;22;6.358;6.358;1
S-1975;1220419;650533;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;31;6.144;6.144;1
S-963;1221078;651636;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN PARARRAYOS;2023;11;8;0.873;0.873;1
109-24;1221935;653739;Trabajo en Subestaciones Remodelación y Reposición;TRABAJOS SUBESTACIONES PROGRAMA ANUAL DE REPOSICIÒN/REMODELACIÒN;2023;11;28;0.015;0.015;1
ARUQ0534;1194486;549891;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;1;19;4.485;4.485;1
111-32;1194840;550438;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;21;0.002;0.002;1
S-1605;1198213;571854;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;3;13;0.474;0.474;1
307-23;1200086;587939;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;3;23;0.003;0.003;1
R-036;1200775;588676;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;28;3.034;2.076;1
R-096;1201084;589983;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;31;0.33;0.33;1
206-25;1201409;591908;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;3;0.001;0.001;1
R-071;1203281;607300;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;22;0.001;0.001;1
CIUQ0063;1203628;608922;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;5;5;0.708;0.708;1
CAUQ0269;1208896;616361;Interrupciones No Programadas no Excluibles;APERTURA POR TERCEROS;2023;7;1;0.2;0.2;1
304-23;1213075;634039;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;8;16;0.174;0.174;1
R-059;1214037;641930;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;8;30;0.016;0.016;1
206-24;1214156;642072;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;8;31;0.027;0.021;1
S-919;1220483;650687;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;11;1;3.221;3.221;1
C-0227;1221216;652568;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;17;1.868;1.868;1
R-022;1197016;561614;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;2;20;0.001;0.001;1
S-1304;1207108;613061;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;8;0.632;0.632;1
S-1956;1207178;613166;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;8;3.068;3.068;1
PIRP0300;1207307;613408;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;11;16.186;16.186;1
R-059;1207658;613994;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;18;0.001;0.001;1
PIRP0030;1209156;618815;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;7;4;1.952;1.952;1
MORP0284;1211690;629134;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;7;31;0.64;0.64;1
BURP0102;1211212;629186;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;7;31;0.695;0.695;1
R-044;1214216;642159;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;1;0.264;0.264;1
S-564;1214405;642418;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;3;25.088;25.088;1
304-27;1222182;653380;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;11;25;0.096;0.096;1
R-057;1192779;547491;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;2;0.734;0.734;1
MORP0344;1193885;549022;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;14;1.138;1.138;1
S-706;1195493;555937;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;2;8;8.213;8.213;1
R-054;1205657;610818;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;5;20;0.001;0.001;1
R-036;1205982;611226;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;5;24;3.99;2.801;1
PIRQ0182;1208623;615556;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;28;1.243;1.243;1
304-25;1209266;622352;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;5;0.001;0.001;1
ARRQ0509;1215089;643381;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;11;2.924;2.924;1
R-044;1215387;643701;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;14;0.001;0.001;1
GERP0105;1216632;645503;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;9;27;1.983;1.983;1
ARUP0156;1215889;645756;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;9;30;3.026;3.026;1
S-425;1221079;652350;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;11;16;9.67;9.67;1
CARP0198;1195109;550873;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;24;1.987;1.987;1
MORP0226;1195457;555884;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;2;7;0.975;0.975;1
111-22;1197436;564516;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;2;25;0.002;0.002;1
303-26;1199343;583783;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;3;18;0.35;0.35;1
S-736;1206081;612455;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;6;2;2.138;2.138;1
R-031;1206775;613259;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;6;9;0.016;0.016;1
111-24;1209768;625855;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;14;0.001;0.001;1
CORQ0002;1214048;641949;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;8;30;1.149;1.149;1
R-059;1214183;642097;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;1;0.001;0.001;1
R-009;1216142;644797;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;23;0.001;0.001;1
112-35;1194029;549224;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;15;0.003;0.003;1
ARUQ1551;1197800;564984;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;28;5.786;5.786;1
CARP0070;1198686;568593;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;11;1.843;1.843;1
R-065;1200948;589758;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;30;0.057;0.057;1
S-322;1202486;605820;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;11;4.776;3.587;1
303-24;1202724;606186;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;14;0.017;0.017;1
CORQ0019;1202893;606908;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;18;4.365;4.365;1
FIRQ0066;1204487;609140;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;5;6;0.417;0.417;1
QUUQ0088;1204843;609671;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;5;11;0.275;0.275;1
S-229;1211199;628545;Interrupciones No Programadas no Excluibles;APERTURA POR TERCEROS;2023;7;25;8.17;8.17;1
S-1387;1211361;629064;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;7;30;0.096;0.096;1
R-155;1212940;633839;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;15;0.049;0.049;1
101-35;1214245;642222;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA DESTEMPLADA;2023;9;2;0.33;0.33;1
S-410;1216364;644995;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;24;1.183;1.183;1
CAUQ0043;1216628;646294;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;10;4;0.519;0.519;1
C-0634;1219759;650562;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;10;31;0.446;0.446;1
R-104;1201424;591927;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;3;0.004;0.004;1
R-097;1201640;600957;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;5;0.001;0.001;1
S-1345;1202251;605602;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;4;10;3.31;3.31;1
111-25;1212444;633083;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;8;0.001;0.001;1
PIRQ0116;1214697;642841;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;9;7;0.872;0.872;1
R-138;1216688;645400;Interrupciones No Programadas no Excluibles;APERTURA POR MANIOBRA INVOLUNTARIA DE PERSONAL TRABAJANDO SOBRE REDES ENERGIZADAS O CERC;2023;9;26;0.014;0.014;1
SARQ0176;1219748;649757;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;23;23.391;23.391;1
S-1111;1219678;649685;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;24;4.408;4.408;1
S-527;1193756;548899;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;1;13;2.479;2.479;1
FIRQ0063;1195276;551105;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;1;26;14.785;14.785;1
BAUQ0018;1195446;551369;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;1;30;0.799;0.799;1
CIUP0067;1197424;564530;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;2;26;0.802;0.802;1
S-844;1199337;583929;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;18;28.036;28.036;1
C-0176;1201553;594403;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;4;5;0.022;0.022;1
ARUQ2000;1203011;607543;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;4;25;0.895;0.895;1
CARN0771;1204285;609587;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;5;11;1.565;1.565;1
111-24;1208472;615197;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;6;25;0.001;0.001;1
R-057;1210565;627462;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;7;20;0.15;0.15;1
S-2083;1211174;628223;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;24;9.667;9.667;1
MOUP0013;1211805;633247;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;8;9;1.383;1.383;1
MORP0282;1217495;646639;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;10;6;0.497;0.497;1
R-041;1223305;665730;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;12;15;0.027;0.027;1
S-1304;1194266;549857;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;1;17;22.487;22.487;1
MORP0065;1195444;555854;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;2;7;1.169;1.169;1
CAUQ0038;1195763;560491;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;2;11;1.282;1.282;1
206-22;1200167;588036;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;3;24;0.001;0.001;1
S-1847;1201442;591975;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;3;2.378;2.378;1
S-900;1209377;622550;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;7;2.058;2.058;1
QURQ0192;1212387;633032;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;8;1.722;1.722;1
QURQ0072;1212532;634127;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;8;17;0.936;0.936;1
S-2292;1216361;645125;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;23;22.133;22.133;1
S-564;1193029;548050;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;1;56.729;56.729;1
PIRQ0088;1201328;591747;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;1;42.5;42.5;1
ARRP0768;1203378;608766;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;5;3;1.333;1.333;1
QURP0459;1206562;613036;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;6;7;1.333;1.333;1
R-088;1208088;614663;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;6;20;0.009;0.009;1
CORP0105;1208693;622832;Incumplimiento CCU;APERTURA DE UNICO USUARIO POR INCUMPLIMIENTO EN CONTRATO DE SERVICIOS PÚBLICOS;2023;7;10;519.569;519.569;1
206-24;1212413;633048;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;8;0.043;0.041;1
S-430;1216334;644968;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;24;0.944;0.944;1
SR-0014;1217939;647584;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;10;4.499;4.499;1
C-0274;1218304;648437;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;10;15;1.817;1.817;1
S-2164;1220672;651937;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;11;12;0.057;0.057;1
C-0173;1221935;653704;Trabajo en Subestaciones Remodelación y Reposición;TRABAJOS SUBESTACIONES PROGRAMA ANUAL DE REPOSICIÒN/REMODELACIÒN;2023;11;28;0.024;0.024;1
GERQ0040;1222928;658170;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;12;8;1.337;1.337;1
CARQ0212;1193315;548368;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;7;7.437;7.437;1
MORQ0333;1195132;550888;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;1;25;1.162;1.162;1
FIRN0425;1195391;551286;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;1;30;4.472;4.472;1
S-1963;1198493;568257;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;8;2.556;2.556;1
R-098;1199281;583697;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;17;0.002;0.002;1
ARUQ1190;1200267;587700;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;3;23;3.878;3.878;1
ARUQ0923;1200531;588572;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;3;28;1.766;1.766;1
R-098;1202713;606166;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;14;0.001;0.001;1
S-1890;1204971;609774;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;12;3.311;3.311;1
304-27;1207196;613177;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;9;0.001;0.001;1
S-703;1208757;622684;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;7;8;8.832;2.37;1
R-124;1209973;626314;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;7;18;0.016;0.016;1
S-1749;1210567;627669;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;20;0.072;0.072;1
CARQ0168;1211355;628697;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;27;3.033;3.033;1
S-1707;1213166;641634;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;8;28;2.665;2.665;1
S-859;1217501;646700;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;6;6.054;6.054;1
S-356;1216910;646871;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;10;8;0.006;0.006;1
R-060;1220706;651045;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;11;2;0.035;0.035;1
R-124;1200318;588214;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;3;25;0.321;0.321;1
