COD_ELEMENTO;IDE_EVENTO;MANIOBRA;IDE_CODIGO_CLASE;NOM_CODIGO;ANIO;MES;DIA;DUR_H;PROM_H;NUM_APERTURAS
101-25;1218147;647541;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;10;11;0.174;0.174;1
MORQ0305;1217161;647818;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;10;12;0.133;0.133;1
S-1675;1220200;651389;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;11;7;7.884;7.884;1
307-23;1195821;551943;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;2;5;0.001;0.001;1
ARUQ1551;1196957;561569;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;2;19;15.887;15.887;1
111-24;1198185;565530;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;3;5;0.001;0.001;1
CAUQ0233;1198382;571975;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;3;15;0.293;0.293;1
FIRP0072;1202011;601481;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;7;11.934;11.934;1
MORP0368;1203257;607321;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;4;21;16.618;16.618;1
R-065;1205063;609919;Eventos RETIE;INTERRUPCIÃ“N PARA ENFRENTAR SITUACIONES DE RIESGO DE LA VIDA HUMANA;2023;5;12;0.001;0.001;1
CAUQ0236;1206711;612696;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;5;1.761;1.761;1
S-1563;1211665;629096;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;30;3.904;3.904;1
ARUQ0561;1213614;641330;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;8;23;0.375;0.375;1
S-2067;1216982;645966;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;30;8.6;8.6;1
S-1575;1217658;647132;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;7;50.856;50.856;1
S-1475;1220285;651517;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;11;8;8.594;8.594;1
FIRQ0178;1222605;654214;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;12;2;6.342;6.342;1
R-040;1193826;548939;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;13;0.001;0.001;1
S-991;1194944;550579;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;21;0.001;0.001;1
S-1923;1196356;560722;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;2;13;1.712;1.712;1
304-27;1201748;601177;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;6;0.001;0.001;1
TERQ0154;1202041;605811;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;11;0.133;0.133;1
208-23;1203767;607968;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;4;27;0.001;0.001;1
205-24;1206004;611303;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;5;24;0.002;0.002;1
304-25;1206884;612634;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;6;4;0.001;0.001;1
CARQ0215;1208300;615355;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;6;26;0.437;0.437;1
S-209;1211290;628630;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;26;0.322;0.322;1
C-0023;1215033;643270;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;10;0.014;0.014;1
307-22;1215189;643487;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;9;12;0.205;0.205;1
205-22;1215588;643996;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;9;17;0.001;0.001;1
205-24;1218150;647553;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;10;11;0.001;0.001;1
SR-0026;1221482;652205;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;11;14;3.543;3.543;1
S-1563;1221327;652934;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;11;21;7.109;7.109;1
R-022;1223541;666143;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;12;18;0.001;0.001;1
R-080;1194252;549796;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;1;18;0.005;0.005;1
CORQ0092;1201353;594313;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA DESTEMPLADA;2023;4;4;1.336;1.336;1
FIRQ0283;1202091;601584;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;8;18.299;18.299;1
R-104;1210211;626676;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;19;0.001;0.001;1
GERQ0005;1213519;641714;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN PARARRAYOS;2023;8;28;0.733;0.733;1
101-25;1214766;642936;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;8;0.001;0.001;1
ARUQ1610;1215449;643795;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;15;0.728;0.728;1
FIRQ0023;1218960;648783;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;10;17;3.51;3.51;1
MORP0375;1220520;651016;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;11;2;0.417;0.417;1
QUUQ0065;1223148;661985;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;12;12;0.444;0.444;1
MORP0546;1222773;662071;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;12;13;1.533;1.533;1
ARUP1641;1196133;560382;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;2;10;2.403;2.403;1
C-0244;1195997;560941;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;2;15;0.744;0.744;1
111-24;1198105;565337;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;3;3;0.001;0.001;1
BURQ0025;1199653;584175;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;21;0.117;0.117;1
C-0294;1205288;610322;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;5;16;0.005;0.005;1
206-23;1208950;616332;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;1;0.013;0.013;1
S-384;1211815;629384;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;1;8.811;8.811;1
S-739;1212113;629709;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;4;2.379;2.379;1
R-103;1212798;633629;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;8;13;0.001;0.001;1
S-1709;1212660;634271;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;8;19;4.321;4.321;1
S-026;1220976;652187;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;11;14;0.467;0.467;1
208-24;1200029;587913;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;3;23;0.016;0.016;1
110-24;1203854;608034;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;27;0.003;0.003;1
R-037;1204748;609476;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;5;10;0.004;0.004;1
R-036;1206430;611897;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;5;29;0.049;0.049;1
SARQ0073;1207667;614072;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;18;3.021;3.021;1
ARUP2163;1210654;627609;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;7;21;4.244;4.244;1
GERQ0133;1213144;634119;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;8;17;3.524;3.524;1
S-606;1219078;649924;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;10;26;5.592;5.592;1
R-088;1222119;653253;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;11;23;0.626;0.389;1
S-999;1222331;654484;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;12;5;0.668;0.668;1
CAUQ0201;1223229;665651;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;12;14;1.228;1.228;1
S-1400;1192581;548177;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;2;1.252;1.252;1
R-069;1194283;549613;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;1;17;0.031;0.031;1
303-26;1200079;587877;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;23;0.004;0.004;1
CARQ0306;1202550;606132;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;14;0.441;0.441;1
ARRQ0490;1212479;633170;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;8;9;8.656;8.656;1
S-215;1212670;634294;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;8;19;2.448;2.448;1
CARP0463;1214981;643407;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;9;11;0.925;0.925;1
ARRP0676;1216385;645134;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;25;23.588;23.588;1
MORQ0307;1216383;645255;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;9;25;0.514;0.514;1
R-138;1222630;654239;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;12;3;0.002;0.002;1
S-1375;1201875;601298;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;4;6;24.307;24.307;1
GERQ0015;1203650;608323;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;26;46.553;46.553;1
CORQ0070;1208591;615464;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;6;27;3.492;3.492;1
S-1666;1209301;625738;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;7;13;6.35;6.35;1
R-170;1209908;626189;Interrupciones No Programadas no Excluibles;APERTURA POR LINEA PRIMARIA ROTA;2023;7;17;0.012;0.012;1
R-062;1209727;627711;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;7;21;0.767;0.767;1
SARQ0166;1211300;628708;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;24;65.77;65.77;1
S-870;1212698;637755;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;8;22;3.72;3.72;1
S-478;1217619;646784;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;7;2.605;2.605;1
GERP0046;1219863;650133;Interrupciones por Seguridad Ciudadana;APERTURA POR SEGURIDAD CIUDADANA;2023;10;26;28.083;28.083;1
206-24;1194262;549654;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;1;17;0.125;0.111;1
R-093;1196825;561773;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;2;21;0.01;0.01;1
FIRN0384;1197319;561951;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;2;24;7.423;7.423;1
ARUN2587;1201387;605997;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;4;13;0.746;0.746;1
R-098;1202995;607506;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;4;25;7.277;1.548;1
S-1557;1203733;607976;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;27;7.225;7.225;1
R-124;1203857;608230;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;28;0.001;0.001;1
FIRQ0027;1207643;613951;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;6;17;1.613;1.613;1
QURQ0414;1207548;615034;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;6;23;0.65;0.65;1
R-053;1210724;627095;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;7;19;6.019;5.921;1
R-126;1210948;628096;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;7;23;0.006;0.006;1
R-113;1212431;633069;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;8;0.001;0.001;1
QUUQ0025;1211974;633433;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;8;11;0.667;0.667;1
ARRQ0648;1213233;634245;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;18;2.683;2.683;1
CORQ0002;1217113;646053;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;10;2;7.693;7.693;1
S-1359;1219112;648392;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;15;26.944;12.661;1
MORP0273;1218661;649474;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;10;23;1.057;1.057;1
206-25;1194786;550318;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;1;21;0.001;0.001;1
303-25;1195841;551966;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;5;0.001;0.001;1
R-051;1199234;583614;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;17;0.001;0.001;1
S-837;1199337;583925;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;3;18;26.532;26.532;1
206-25;1201382;591867;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;4;3;1.595;1.595;1
307-24;1201632;600944;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;5;0.001;0.001;1
S-339;1202740;606315;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;4;14;3.584;3.584;1
111-25;1204115;608504;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;4;30;0.001;0.001;1
QURQ0380;1208880;616257;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;6;30;3.214;3.214;1
R-054;1212140;629764;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;4;0.001;0.001;1
SR-0016;1212821;633725;Interrupciones No Programadas no Excluibles;APERTURA POR VIENTO ROTO;2023;8;14;2.588;2.588;1
R-138;1213949;641814;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;29;0.001;0.001;1
S-288;1215678;644100;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;9;19;1.638;1.638;1
R-120;1217483;646561;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;5;0.002;0.002;1
BURQ0060;1221120;651676;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;11;9;2.233;2.233;1
CARP0398;1221625;653315;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;11;24;1.094;1.094;1
S-992;1194088;549340;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;1;15;24.224;24.224;1
111-32;1195416;551287;Interrupciones No Programadas no Excluibles;APERTURA POR TERCEROS;2023;1;30;0.234;0.234;1
QURP0334;1196020;561029;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;2;16;1.013;1.013;1
S-1712;1200720;588830;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;3;29;5.542;5.542;1
111-24;1205245;610158;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;5;15;0.007;0.007;1
304-27;1208702;615659;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;6;29;0.001;0.001;1
206-25;1209319;622385;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;5;0.173;0.098;1
SARQ0029;1212795;633627;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;8;13;0.119;0.119;1
R-044;1218642;648144;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;13;0.001;0.001;1
R-044;1219714;649668;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;10;23;2.066;0.685;1
R-059;1222244;653552;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;11;26;0.008;0.008;1
PIRN0244;1200535;590124;Interrupciones No Programadas no Excluibles;APERTURA POR TRANSFORMADOR QUEMADO;2023;4;1;108.866;108.866;1
206-24;1206004;611277;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;5;24;0.002;0.002;1
R-036;1206359;611742;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;5;28;0.019;0.019;1
QURQ0028;1206731;612456;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN PARARRAYOS;2023;6;2;0.417;0.417;1
C-0164;1209029;616386;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;2;0.032;0.032;1
S-1929;1209843;626185;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;7;16;4.07;4.07;1
CIRQ0303;1210995;628129;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;7;23;0.462;0.462;1
C-0901;1214074;642870;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;9;8;4.459;4.459;1
QURP0189;1218727;648464;Falla de un Activo de Nivel 1 de propiedad de los Usuarios;FALLA ACTIVO NIVEL 1 PROPIEDAD PARTICULAR;2023;10;13;52.26;52.26;1
FIRQ0027;1220825;651191;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;11;4;1.8;1.8;1
R-124;1198558;581474;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO DE TRANSFORMADORES DE POTENCIA Y EQUIPOS ASOCIADOS.;2023;3;17;0.001;0.001;1
MOUQ0097;1201501;606004;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;4;13;0.238;0.238;1
304-25;1206757;612425;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;6;1;0.047;0.047;1
S-126;1207496;613654;Interrupciones No Programadas no Excluibles;APERTURA POR ANIMALES SOBRE LINEAS;2023;6;14;1.152;1.152;1
205-23;1211757;629218;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;8;1;0.001;0.001;1
GERQ0111;1212119;629805;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;5;0.732;0.732;1
R-057;1216965;645768;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;9;30;0.001;0.001;1
S-1193;1218764;648519;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;10;14;27.923;27.923;1
R-097;1220960;651378;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;11;7;0.001;0.001;1
304-24;1201587;594417;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;5;0.001;0.001;1
FIRN0402;1202218;605618;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;4;9;21.151;21.151;1
110-25;1203854;608036;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;27;0.003;0.003;1
CARP0277;1204199;609371;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;5;10;1.054;1.054;1
ARRP0191;1206135;612724;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;6;5;1.517;1.517;1
R-033;1207308;613357;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;6;11;0.004;0.004;1
S-118;1210176;627513;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;7;19;36.157;36.157;1
S-120;1211407;628738;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;7;27;1.3;1.3;1
R-056;1212877;633792;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;8;15;1.225;1.225;1
S-382;1213723;642375;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;9;4;9.746;9.746;1
ARRQ0501;1217833;648796;Interrupciones Programadas no Excluibles;APERTURA PARA REALIZAR TRABAJOS DE PODA DE ARBOLES;2023;10;17;1.624;1.624;1
R-106;1220851;651201;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO AUTOMATICO;2023;11;4;0.006;0.006;1
R-007;1220387;651492;Exigencia Traslado y Adecuación de Infraestructura;PROYECTOS DE ADECUACIONES DE INFRAESTRUCTURA ELECTRICA O POR PLANES DE ORDENAMIENTO TERRITORIAL SOLICITADOS POR ENTIDADES GUBERNAMENTEALES;2023;11;7;0.269;0.267;1
S-462;1196544;561002;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;2;15;16.34;16.34;1
TERQ0257;1197403;562000;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;2;24;2.771;2.771;1
S-1325;1201606;606709;Interrupciones Programadas no Excluibles;APERTURA POR MANTENIMIENTO EN REDES PRIMARIAS;2023;4;17;7.966;7.966;1
CARQ0405;1205158;610049;Interrupciones No Programadas no Excluibles;APERTURA POR ARBOL O RAMA SOBRE LINEAS;2023;5;13;18.339;18.339;1
S-716;1206300;612243;Interrupciones No Programadas no Excluibles;APERTURA POR DEFECTO EN CORTACIRCUITO;2023;5;31;0.744;0.744;1
CAUP0345;1206623;613063;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;6;8;2.45;2.45;1
R-036;1207915;614350;Interrupciones No Programadas no Excluibles;APERTURA POR CAUSA DESCONOCIDA - ENSAYO MANUAL;2023;6;19;0.005;0.005;1
307-24;1216058;644626;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;0.033;0.033;1
S-1975;1216476;645156;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;9;22;86.641;68.837;1
SAUQ0007;1216463;645981;Interrupciones Programadas no Excluibles;APERTURA POR EXTENSION Y/O RECTIFICACION EN REDES;2023;10;2;0.189;0.189;1
TERP0265;1222146;653479;Incumplimiento CCU;APERTURA DE UNICO USUARIO POR INCUMPLIMIENTO EN CONTRATO DE SERVICIOS PÚBLICOS;2023;11;25;0.462;0.462;1
CIRQ0122;1223527;666220;Interrupciones No Programadas no Excluibles;APERTURA POR CONDICIONES ATMOSFERICAS;2023;12;18;20.865;20.865;1
SAUQ0009;1223625;666244;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA EN RED SECUNDARIA;2023;12;19;0.425;0.425;1
206-22;1197016;561631;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;2;20;0.001;0.001;1
S-1163;1200041;588114;Catástrofes Naturales;APERTURA POR FUERZA MAYOR;2023;3;23;13.161;13.161;1
MORP0506;1199200;588331;Interrupciones Programadas no Excluibles;APERTURA POR TRABAJOS DE PÉRDIDAS;2023;3;27;0.967;0.967;1
110-22;1203854;608058;Interrupciones No Programadas no Excluibles;APERTURA POR FALLA DE LINEA DE SUBTRANSMISION DE DISTRIBUCIÓN;2023;4;27;0.003;0.003;1
