FID;G3E_FNO;X_INICIAL;Y_INICIAL;X_FINAL;Y_FINAL
37112533;19000;-75,74564252;4,336414495;-75,74440906;4,336700629
37112535;19000;-75,74440906;4,336700629;-75,74336111;4,337361111
37112536;19000;-75,74336111;4,337361111;-75,74275;4,33775
37112003;19000;-75,75652418;4,619073337;-75,75830626;4,61675133
37112540;19000;-75,74275;4,33775;-75,74273842;4,337735789
39882517;19000;-75,7905572;4,179053704;-75,79057342;4,179065183
40224835;19000;-75,64222234;4,471387595;-75,64218624;4,471377131
46248352;19000;-75,75874681;4,470954233;-75,75876932;4,470954288
31061023;19000;-75,77884102;4,462542566;-75,7788289;4,46255156
39448399;19000;-75,69744346;4,480668205;-75,69688986;4,479558775
39648568;19000;-75,63756944;4,52045;-75,63739784;4,520598638
39648580;19000;-75,6374;4,520597222;-75,63726944;4,520830556
39648662;19000;-75,63726944;4,520830556;-75,63725214;4,520839255
39631256;19000;-75,72937729;4,497914934;-75,72866948;4,498272532
39631258;19000;-75,72866948;4,498272533;-75,72808058;4,498587157
39631270;19000;-75,72744515;4,498819925;-75,72664981;4,499261435
39631273;19000;-75,72664981;4,499261435;-75,72556242;4,499801846
39631283;19000;-75,72556242;4,499801844;-75,72519275;4,499982871
39631285;19000;-75,72519274;4,499982873;-75,72452285;4,500294429
39340151;19000;-75,79915033;4,50115853;-75,79992154;4,501112877
31327044;19000;-75,71157412;4,613112782;-75,71234444;4,612408334
30635067;19000;-75,71632058;4,462895628;-75,71631705;4,463033643
37112078;19000;-75,62607663;4,659735413;-75,62608492;4,659753468
40003921;19000;-75,72198141;4,65126937;-75,72268191;4,651057365
40003951;19000;-75,72268191;4,651057365;-75,7234529;4,650262378
39706964;19000;-75,74331452;4,522229383;-75,74266667;4,52025
39707040;19000;-75,76551253;4,529262226;-75,76463491;4,530355463
39707041;19000;-75,76463491;4,530355463;-75,76407762;4,531151842
39707042;19000;-75,76407762;4,531151842;-75,7635;4,532
39707043;19000;-75,7635;4,532;-75,76307783;4,532544102
39706966;19000;-75,74266667;4,52025;-75,74408333;4,5195
39707015;19000;-75,75144528;4,526611111;-75,75227778;4,526666667
39646642;19000;-75,6364735;4,523945206;-75,6363845;4,524055745
39644141;19000;-75,68567083;4,479283366;-75,68562513;4,479255624
39886078;19000;-75,72433057;4,562805371;-75,72386258;4,561833123
39475920;19000;-75,70565003;4,405635066;-75,70483351;4,406386632
39596372;19000;-75,642824;4,567285092;-75,6435963;4,566649339
30827121;19000;-75,64260713;4,572980981;-75,64260713;4,572980981
30827181;19000;-75,64258911;4,572980944;-75,64258911;4,572980944
39296850;19000;-75,75465722;4,542708333;-75,75463139;4,542991944
37190035;19000;-75,68507895;4,480319882;-75,68566988;4,479279391
37190039;19000;-75,68426778;4,481549167;-75,68507897;4,480319894
46204519;19000;-75,69513241;4,523804073;-75,69518528;4,523760168
46204527;19000;-75,69518528;4,523760168;-75,69531013;4,523809884
30730658;19000;-75,6586316;4,543008076;-75,6586496;4,543017152
39406794;19000;-75,70772235;4,50903494;-75,70755328;4,508886355
40273680;19000;-75,6735;4,383722222;-75,67316667;4,383416667
40273706;19000;-75,67316667;4,383416667;-75,67275;4,382833333
39882530;19000;-75,65695586;4,554547485;-75,65678597;4,554598487
39882537;19000;-75,65678597;4,554598487;-75,6567625;4,554616955
39977175;19000;-75,63726944;4,520830557;-75,63725023;4,521516364
39977189;19000;-75,63725023;4,521516364;-75,63712656;4,522056183
39951007;19000;-75,78583333;4,418694444;-75,78705556;4,418666667
39546810;19000;-75,67759038;4,540070964;-75,67771225;4,539938307
39546814;19000;-75,67771225;4,539938307;-75,67813371;4,539548581
30797768;19000;-75,67190782;4,540503733;-75,67195172;4,540555715
40026416;19000;-75,66114782;4,538794795;-75,66145104;4,538482416
40026428;19000;-75,66145104;4,538482416;-75,66173842;4,538658552
40026435;19000;-75,66173842;4,538658552;-75,66230237;4,538992285
40026441;19000;-75,66230237;4,538992285;-75,66243215;4,538899581
40100114;19000;-75,7160128;4,517005745;-75,71634528;4,517132586
31305708;19000;-75,66286125;4,438777087;-75,66331747;4,439228238
39590431;19000;-75,68619468;4,53618396;-75,6862198;4,536178867
39543445;19000;-75,7025515;4,522440382;-75,70288624;4,522639912
43129042;19000;-75,77938662;4,432222123;-75,77999932;4,43147216
43129059;19000;-75,77999932;4,43147216;-75,78072223;4,430804657
39285565;19000;-75,85398976;4,470716014;-75,85435273;4,471368716
39285601;19000;-75,85435273;4,471368716;-75,85502443;4,472576595
43167667;19000;-75,67402804;4,565746033;-75,67274444;4,566247222
31475797;19000;-75,64025509;4,615763686;-75,64090898;4,615363662
31475874;19000;-75,64090898;4,615363662;-75,6409255;4,615105827
39900676;19000;-75,75130556;4,572694444;-75,752;4,572416667
37186486;19000;-75,76594117;4,485765226;-75,76666238;4,487069955
30751980;19000;-75,71123006;4,506222715;-75,71123329;4,506462284
30751712;19000;-75,71065907;4,506623949;-75,71123004;4,506222721
30751972;19000;-75,71123004;4,506222721;-75,71159003;4,505925061
39452511;19000;-75,84710836;4,46799303;-75,84707117;4,467604202
40003859;19000;-75,71971946;4,651719574;-75,72198141;4,651269373
40003884;19000;-75,71904111;4,651895618;-75,71971946;4,651719574
39811544;19000;-75,81448293;4,483906353;-75,81455305;4,485035691
39826925;19000;-75,6042125;4,622120278;-75,60446583;4,622480556
39706013;19000;-75,80455556;4,20430556;-75,80458312;4,204778059
39694204;19000;-75,73261111;4,447472222;-75,73259519;4,447485264
39804247;19000;-75,73266667;4,43286111;-75,73363889;4,43230556
39452519;19000;-75,84707117;4,467604202;-75,8468886;4,465760473
39752465;19000;-75,72755556;4,201944444;-75,72754256;4,201959599
39752351;19000;-75,73267845;4,197843639;-75,72755556;4,201944444
39979417;19000;-75,70515275;4,540642072;-75,70444859;4,541050319
39946840;19000;-75,55763009;4,639887774;-75,55759876;4,639915653
39601218;19000;-75,57726814;4,449924732;-75,5770889;4,448151607
39601220;19000;-75,5770889;4,448151607;-75,57702352;4,447082037
39601223;19000;-75,57702352;4,447082037;-75,57709737;4,445751494
39601225;19000;-75,57709737;4,445751494;-75,57646031;4,443218975
39601271;19000;-75,75478889;4,625519444;-75,75450382;4,625568759
39601217;19000;-75,57727207;4,450208593;-75,57726814;4,449924732
39736228;19000;-75,69311111;4,678083333;-75,69309724;4,678098817
39738231;19000;-75,61382728;4,584640671;-75,61488263;4,583361722
46412642;19000;-75,71711987;4,601228591;-75,71583098;4,601509992
39988731;19000;-75,63336949;4,620715648;-75,63335876;4,620736552
39988732;19000;-75,63336949;4,620715648;-75,63337753;4,620696744
39811516;19000;-75,81448293;4,483906355;-75,81446725;4,483919004
31334820;19000;-75,63882438;4,503109323;-75,63881493;4,503079373
31334827;19000;-75,63881989;4,503086659;-75,63904357;4,503269032
37136932;19000;-75,74772387;4,344309924;-75,747292;4,344717118
39286515;19000;-75,84946684;4,466306321;-75,85044994;4,462884118
39952130;19000;-75,75747651;4,468071139;-75,75739531;4,468194758
39952125;19000;-75,75740438;4,468028519;-75,75747651;4,468071139
39952134;19000;-75,75739531;4,468194758;-75,7575436;4,468385786
40007711;19000;-75,68015597;4,536119946;-75,68013973;4,536117806
30746035;19000;-75,73109046;4,522885652;-75,73109046;4,522885652
43256011;19000;-75,66323127;4,532901868;-75,66292728;4,532521358
30808648;19000;-75,69834379;4,527597199;-75,69869552;4,527387228
39816586;19000;-75,74241333;4,362063056;-75,74240775;4,362043513
40281601;19000;-75,6570102;4,555769848;-75,65716254;4,555828247
40281624;19000;-75,65716255;4,55582825;-75,65730556;4,555888889
40281631;19000;-75,65716255;4,55582825;-75,65723736;4,555701578
39706933;19000;-75,73743823;4,520744887;-75,73695993;4,522031945
39706935;19000;-75,73695993;4,522031945;-75,73691664;4,522444436
40253002;19000;-75,67735848;4,606658851;-75,67734657;4,606674489
37169968;19000;-75,63252572;4,612740223;-75,63283889;4,612258333
39513187;19000;-75,698;4,524416667;-75,69804178;4,524400839
39295230;19000;-75,77611361;4,421001944;-75,77462083;4,419135556
39706945;19000;-75,73691667;4,522444444;-75,73820488;4,522676508
31330559;19000;-75,66793332;4,445930948;-75,66793332;4,445921955
43136213;19000;-75,65757428;4,553267914;-75,65764499;4,553187372
39706000;19000;-75,80680556;4,20286111;-75,80455556;4,20430556
39790485;19000;-75,66177266;4,543579295;-75,66175909;4,543594716
31330424;19000;-75,67637725;4,452333937;-75,67654487;4,452211674
46385876;19000;-75,70559808;4,541631919;-75,70558713;4,541616722
37156773;19000;-75,77916586;4,578054845;-75,77914723;4,578033316
39646660;19000;-75,6370272;4,523971546;-75,63647452;4,523945447
39507239;19000;-75,65600199;4,560430821;-75,65598896;4,56044342
39566139;19000;-75,66338135;4,536316711;-75,66316449;4,536307178
43253022;19000;-75,728586;4,617394;-75,728586;4,617414263
39524121;19000;-75,65738026;4,561842065;-75,65749;4,561573333
43231802;19000;-75,66676364;4,546225289;-75,66676977;4,546174771
39399862;19000;-75,76635308;4,459896631;-75,76638612;4,45804784
39399857;19000;-75,766339;4,459933111;-75,76631106;4,459940374
40007183;19000;-75,64602823;4,559499109;-75,64584474;4,559353191
40007237;19000;-75,64584776;4,559354706;-75,64562993;4,559182077
37187395;19000;-75,74886356;4,514456498;-75,74883864;4,514480271
40015566;19000;-75,63342089;4,620246563;-75,63347409;4,619780194
40015569;19000;-75,63347409;4,619780194;-75,63355445;4,619252408
37177223;19000;-75,66202612;4,546668471;-75,66201323;4,546660713
37177216;19000;-75,66202612;4,546668471;-75,66202576;4,546656014
37177226;19000;-75,66202612;4,546668471;-75,6620101;4,546670111
39601281;19000;-75,75450233;4,625567263;-75,75448973;4,62555425
40182896;19000;-75,70311112;4,610861106;-75,70297222;4,611638891
40183128;19000;-75,70297222;4,611638891;-75,70380824;4,611919387
39978538;19000;-75,76865833;4,431333335;-75,76866874;4,431353028
40059065;19000;-75,70350069;4,714392149;-75,70452813;4,714055181
40059078;19000;-75,70452813;4,714055181;-75,70619281;4,71169189
40059142;19000;-75,70619281;4,71169189;-75,70619354;4,711672891
40059531;19000;-75,64363955;4,699610762;-75,64415874;4,699845441
40059553;19000;-75,6445826;4,698835709;-75,64458447;4,698855869
40059536;19000;-75,64363955;4,699610762;-75,6445826;4,698835709
37169989;19000;-75,63283889;4,612258333;-75,63300833;4,611875
37170012;19000;-75,63300833;4,611875;-75,63298148;4,611856163
39513581;19000;-75,69863857;4,523216729;-75,69907948;4,523484267
39513582;19000;-75,69907948;4,523484267;-75,69956085;4,523789852
39458772;19000;-75,76558333;4,65;-75,76529135;4,649953094
31000661;19000;-75,79030711;4,347535718;-75,79152778;4,348916667
39513402;19000;-75,697786;4,524856859;-75,69776424;4,524858162
39456963;19000;-75,85915362;4,541038631;-75,8599396;4,541264115
39631290;19000;-75,72452285;4,500294432;-75,72353381;4,500260038
39459832;19000;-75,76855119;4,452186032;-75,76853186;4,452182957
39456954;19000;-75,85838375;4,541028967;-75,85915362;4,541032188
39412737;19000;-75,75518889;4,624697222;-75,75532222;4,625013889
46385917;19000;-75,70709382;4,542314735;-75,70707624;4,542323522
39456882;19000;-75,85622393;4,540685908;-75,8568424;4,54082442
39706952;19000;-75,74250145;4,522980115;-75,74258333;4,52375
39706953;19000;-75,74258333;4,52375;-75,74247723;4,525941935
39706962;19000;-75,74250143;4,522980083;-75,74379278;4,523243747
39706963;19000;-75,74379278;4,523243747;-75,74331449;4,522229402
39456764;19000;-75,85380777;4,541071925;-75,85433229;4,540958517
39412738;19000;-75,75532222;4,625013889;-75,75539444;4,625275
39513570;19000;-75,69804173;4,524400777;-75,69844574;4,524652904
31014472;19000;-75,66092214;4,536411006;-75,66133894;4,534110461
39458334;19000;-75,80606836;4,499906776;-75,80731189;4,499182066
39584196;19000;-75,78349958;4,552837759;-75,78411356;4,552139093
39460038;19000;-75,6795672;4,531515371;-75,67956966;4,531536154
39458357;19000;-75,80400153;4,500568547;-75,80434331;4,500889209
31119016;19000;-75,88485226;4,417624733;-75,88402525;4,419923468
39460025;19000;-75,88657617;4,416316573;-75,89067971;4,417872435
39457621;19000;-75,8511608;4,541106809;-75,85199672;4,541182372
39458302;19000;-75,81683078;4,495780292;-75,81823818;4,495103759
39457627;19000;-75,85199672;4,541182372;-75,85302755;4,541079253
37126350;19000;-75,64325;4,533916667;-75,64305556;4,534333333
37126379;19000;-75,70110738;4,492905854;-75,70177041;4,493838202
37126382;19000;-75,70177041;4,493838202;-75,70235434;4,494659317
31364366;19000;-75,79350833;4,455666667;-75,79368982;4,456100016
31364365;19000;-75,79330833;4,455338889;-75,79350833;4,455666667
31364370;19000;-75,79368982;4,456100016;-75,79502373;4,45619909
31364374;19000;-75,79502373;4,45619909;-75,79620405;4,456036614
39457671;19000;-75,85505676;4,540881092;-75,85622559;4,540685821
39457682;19000;-75,85684564;4,540825936;-75,85688091;4,540945035
39457630;19000;-75,85302755;4,541079253;-75,85380777;4,541075147
39457649;19000;-75,85426496;4,540800198;-75,8532826;4,53944142
39457656;19000;-75,85433229;4,540958517;-75,85505676;4,540881092
39457692;19000;-75,85994;4,5412673;-75,86000736;4,53978558
39457697;19000;-75,86000736;4,53978558;-75,86007752;4,538244194
39457644;19000;-75,85433229;4,540958517;-75,85426499;4,540800183
39457701;19000;-75,85994;4,5412673;-75,86068466;4,541506342
39457443;19000;-75,84310445;4,537616101;-75,84379754;4,537970519
39457445;19000;-75,84379754;4,537970519;-75,84423348;4,538016511
39457449;19000;-75,8442335;4,538016481;-75,84537754;4,538614247
39457477;19000;-75,84537754;4,538614247;-75,84684678;4,539764071
39457463;19000;-75,84537754;4,538614247;-75,84476533;4,539430507
39457467;19000;-75,84476533;4,539430507;-75,84413124;4,54040133
39457522;19000;-75,84983301;4,541012323;-75,8511608;4,541106809
39457480;19000;-75,84684678;4,539764071;-75,84737671;4,540182675
39457483;19000;-75,84737671;4,540182675;-75,84795529;4,540601361
39457488;19000;-75,84795529;4,540601361;-75,84912547;4,540857469
39457498;19000;-75,84912547;4,540857469;-75,84983301;4,541012323
39488218;19000;-75,66528077;4,5573285;-75,66480597;4,557342027
39488220;19000;-75,66580516;4,557281607;-75,66528077;4,5573285
39488226;19000;-75,66613045;4,557229811;-75,66580513;4,557281604
39474992;19000;-75,65283456;4,537162061;-75,65232372;4,53756599
31119324;19000;-75,88512106;4,414593659;-75,88510286;4,414707549
31118884;19000;-75,88512111;4,414561111;-75,88512106;4,414593659
31120474;19000;-75,88512111;4,414561111;-75,88512111;4,414561111
31119992;19000;-75,88512108;4,414561138;-75,88657617;4,416316573
31119113;19000;-75,879095;4,414124671;-75,88512111;4,414561111
31119227;19000;-75,88510286;4,414707549;-75,88485226;4,417624733
39850445;19000;-75,57625225;4,600275554;-75,57626356;4,600293065
43257375;19000;-75,64578677;4,519066328;-75,64578677;4,519085255
43257385;19000;-75,64581648;4,519064196;-75,64581651;4,519083227
43257398;19000;-75,64581242;4,51909867;-75,64578879;4,519101478
43257410;19000;-75,64581039;4,519050679;-75,64578879;4,519052809
30849352;19000;-75,63838587;4,493401741;-75,63699668;4,494409691
39936400;19000;-75,74395168;4,35551006;-75,74479362;4,35560739
39936403;19000;-75,74479362;4,35560739;-75,74538033;4,358447222
39936407;19000;-75,74479362;4,35560739;-75,74637483;4,355801865
39936409;19000;-75,74637483;4,355801865;-75,74780191;4,356059349
39513575;19000;-75,698;4,524416667;-75,69800522;4,524199127
39513576;19000;-75,698;4,524416667;-75,69820541;4,524100029
39513578;19000;-75,69820539;4,524100064;-75,69842726;4,523489349
39562073;19000;-75,78948035;4,437007355;-75,7884453;4,437048033
31395117;19000;-75,66083333;4,620583333;-75,66114139;4,622147225
31313538;19000;-75,68204085;4,645754186;-75,68169445;4,645972936
39661289;19000;-75,70394537;4,337858293;-75,7040651;4,337411081
39649028;19000;-75,63346214;4,522528702;-75,63252166;4,522834649
39999026;19000;-75,78403336;4,517161673;-75,7840526;4,517160682
39283532;19000;-75,84741447;4,438380978;-75,84790851;4,438127217
31362954;19000;-75,74966657;4,435722685;-75,75098657;4,436316019
39452276;19000;-75,64518891;4,532549727;-75,64563942;4,532312145
39452266;19000;-75,64493976;4,532426302;-75,64518497;4,532569338
39452280;19000;-75,64518497;4,532569338;-75,6456405;4,532329582
39448411;19000;-75,69688986;4,479558775;-75,6966372;4,479229899
39448413;19000;-75,6966372;4,4792299;-75,695216;4,479100638
43217744;19000;-75,78849707;4,499006927;-75,78800762;4,499170603
39513579;19000;-75,69842726;4,523489349;-75,69863857;4,523216729
39561944;19000;-75,79011279;4,450406126;-75,79006267;4,4502207
39561940;19000;-75,79025352;4,450806884;-75,79011279;4,450406126
39561948;19000;-75,79006267;4,4502207;-75,78986455;4,449674284
39561954;19000;-75,78986455;4,449674286;-75,78972566;4,449257258
39549881;19000;-75,691775;4,505227778;-75,69204444;4,504891667
31040451;19000;-75,64785627;4,559070338;-75,64764314;4,558882779
30634815;19000;-75,6574575;4,493308191;-75,6567334;4,492310527
30634816;19000;-75,70556109;4,456648085;-75,70556109;4,456648085
30634817;19000;-75,69692995;4,452821281;-75,69692995;4,452821281
30634818;19000;-75,70519273;4,456620273;-75,70478042;4,456979314
30634819;19000;-75,69370187;4,429087456;-75,69374302;4,428758458
30634820;19000;-75,65391422;4,428745868;-75,65327739;4,429227392
30634821;19000;-75,6638656;4,473635515;-75,6638656;4,473635515
30634455;19000;-75,67005597;4,457115896;-75,67005597;4,457115896
30634457;19000;-75,66671109;4,480805266;-75,66671109;4,480805266
30634458;19000;-75,67448891;4,481491994;-75,67416205;4,482370999
30634459;19000;-75,65648208;4,451772133;-75,65386843;4,449282771
30634791;19000;-75,67370684;4,483477574;-75,67370684;4,483477574
30634793;19000;-75,66921461;4,461864113;-75,66921461;4,461864113
30634794;19000;-75,68923497;4,460871771;-75,68984167;4,461568136
30634796;19000;-75,68205605;4,438859035;-75,68205605;4,438859035
30634797;19000;-75,64058193;4,474122223;-75,64066646;4,476961045
30634798;19000;-75,66085453;4,436276824;-75,65939686;4,434862317
30634799;19000;-75,68974858;4,453597857;-75,68915763;4,455540445
30634800;19000;-75,67370684;4,483477574;-75,67454018;4,483886904
30634801;19000;-75,66918883;4,475328859;-75,67180361;4,478241304
30634802;19000;-75,67711531;4,472669056;-75,67729773;4,47384376
30634803;19000;-75,67474817;4,458440284;-75,67410215;4,460427942
30634804;19000;-75,69493192;4,429270575;-75,69641517;4,429890825
30634805;19000;-75,65604381;4,452506265;-75,65533377;4,453577075
30634806;19000;-75,66790911;4,445985728;-75,66755454;4,446763426
30634807;19000;-75,65581265;4,484033181;-75,65573439;4,484443461
30634808;19000;-75,6947824;4,441342102;-75,69572308;4,441663003
30634809;19000;-75,68108159;4,437351042;-75,68108159;4,437351042
30634813;19000;-75,68782034;4,442431004;-75,68782034;4,442431004
30634814;19000;-75,68118673;4,452275245;-75,68118673;4,452275245
30634919;19000;-75,6947824;4,441342102;-75,69093591;4,441040133
30634920;19000;-75,64058193;4,474122223;-75,64058193;4,474122223
30634921;19000;-75,65022317;4,44555016;-75,65095676;4,439266734
30634922;19000;-75,6408257;4,471991;-75,64051586;4,471061951
30634923;19000;-75,67247612;4,49064968;-75,67247612;4,49064968
30634924;19000;-75,66455103;4,457355712;-75,66692063;4,458439706
30634925;19000;-75,66151867;4,436898683;-75,66201074;4,437698801
30634926;19000;-75,67454018;4,483886904;-75,67622308;4,484707401
30634927;19000;-75,67306043;4,467746884;-75,67265243;4,468665512
30634928;19000;-75,67715093;4,472409663;-75,67711531;4,472669056
30634929;19000;-75,67648174;4,47708952;-75,67624409;4,477950617
30634931;19000;-75,65650701;4,484571535;-75,65613645;4,483817749
30634932;19000;-75,66618996;4,449105886;-75,66618996;4,449105886
30634933;19000;-75,68657118;4,459085736;-75,68657118;4,459085736
30634934;19000;-75,68557978;4,466058581;-75,68535114;4,466450502
30634935;19000;-75,70935943;4,46354049;-75,7088813;4,463444669
30634936;19000;-75,65751762;4,48321022;-75,65880654;4,481392002
30634937;19000;-75,64330917;4,470566611;-75,64330917;4,470566611
30634938;19000;-75,6699006;4,48417176;-75,6699006;4,48417176
30634940;19000;-75,67624409;4,477950617;-75,67541826;4,479270741
30634942;19000;-75,68419204;4,445365903;-75,68095023;4,446346961
30634964;19000;-75,68118673;4,452275245;-75,68171632;4,452299759
30634965;19000;-75,65544537;4,466229281;-75,65544537;4,466229281
30634943;19000;-75,65509044;4,464382549;-75,65510125;4,46438257
30634944;19000;-75,69731434;4,430244187;-75,69824855;4,430645529
30634945;19000;-75,65631039;4,438467086;-75,65662047;4,438343833
30634966;19000;-75,65143704;4,465282178;-75,64881506;4,463369546
30634967;19000;-75,6773784;4,474526468;-75,67670875;4,476137093
30634947;19000;-75,68782034;4,442431004;-75,68384025;4,441328662
30634948;19000;-75,68118673;4,452275245;-75,68204337;4,451781459
30634949;19000;-75,67410275;4,46531249;-75,67517709;4,466870412
30634953;19000;-75,65386843;4,449282771;-75,65280272;4,446087648
30634954;19000;-75,68555766;4,447230833;-75,68651124;4,448351853
30634955;19000;-75,67970077;4,470172519;-75,67911069;4,470212975
30634958;19000;-75,67249414;4,490649715;-75,67249414;4,490649715
30634959;19000;-75,68063301;4,468780265;-75,68063301;4,468780265
30634960;19000;-75,68779729;4,459472286;-75,68912892;4,460739579
30634961;19000;-75,67332085;4,498739781;-75,67389417;4,499461413
30634962;19000;-75,65365773;4,472091183;-75,65486405;4,473385403
30634963;19000;-75,70735058;4,463126459;-75,70735058;4,463126459
30634970;19000;-75,66200303;4,464277537;-75,66200303;4,464277537
30634972;19000;-75,69700574;4,4493806;-75,69701475;4,449378809
30634973;19000;-75,6629643;4,465602007;-75,66457122;4,467963756
30634974;19000;-75,65028115;4,445841372;-75,65022317;4,44555016
30634975;19000;-75,70478042;4,456979314;-75,70478042;4,456979314
30634977;19000;-75,64173308;4,463981264;-75,64165602;4,463311226
30634978;19000;-75,676786;4,473889788;-75,67406226;4,474258826
30634979;19000;-75,6876466;4,476299961;-75,6876466;4,476299961
30634980;19000;-75,67240547;4,488507867;-75,672345;4,489978627
30634968;19000;-75,67276936;4,495563719;-75,67326979;4,497649405
30634969;19000;-75,68966361;4,441280921;-75,68966361;4,441280921
30634982;19000;-75,71029755;4,46380171;-75,70935943;4,46354049
30634983;19000;-75,69375203;4,428758475;-75,69375203;4,428758475
30634986;19000;-75,70935943;4,46354049;-75,70979692;4,464183189
30634987;19000;-75,67298055;4,465706306;-75,67410275;4,46531249
30634988;19000;-75,68536015;4,46645052;-75,68536015;4,46645052
30634989;19000;-75,66692063;4,458439706;-75,67005597;4,457115896
30634992;19000;-75,67215167;4,496832701;-75,67215167;4,496832701
30634993;19000;-75,70157536;4,454642646;-75,70157536;4,454642646
30634995;19000;-75,66773963;4,472906845;-75,66773963;4,472906845
30634997;19000;-75,65387744;4,449282788;-75,65387744;4,449282788
30634998;19000;-75,66120821;4,436276106;-75,66119021;4,436276106
30634999;19000;-75,66119019;4,436276071;-75,66119019;4,436276071
30635000;19000;-75,67085109;4,489244368;-75,67085109;4,489244368
30635001;19000;-75,68064202;4,468780282;-75,67970077;4,470172519
30635002;19000;-75,67196013;4,493848991;-75,67223429;4,494622478
30635003;19000;-75,65508598;4,464359939;-75,65481755;4,463430068
30635004;19000;-75,68441365;4,452997391;-75,68441365;4,452997391
30635005;19000;-75,67332085;4,498739781;-75,67332439;4,498300424
30635006;19000;-75,67878135;4,452474069;-75,68118673;4,452275245
30635007;19000;-75,65509046;4,464373508;-75,65510126;4,464373529
30635009;19000;-75,65613645;4,483817749;-75,65613645;4,483817749
30635010;19000;-75,67654134;4,45221126;-75,67878135;4,452474068
30635012;19000;-75,70277447;4,444370315;-75,70277447;4,444370315
30635013;19000;-75,70165068;4,44321554;-75,69786056;4,439233308
30635014;19000;-75,67251074;4,486221747;-75,67251074;4,486221747
30635016;19000;-75,66528552;4,45056869;-75,66474888;4,451875803
30635017;19000;-75,6916123;4,469751998;-75,69163551;4,469727868
30635018;19000;-75,65028115;4,445841372;-75,64911013;4,445878872
30635020;19000;-75,69093591;4,441040133;-75,68966361;4,441280921
30635021;19000;-75,69771432;4,449545567;-75,69701113;4,449386034
30635022;19000;-75,68064202;4,468780282;-75,68014855;4,467752342
30635023;19000;-75,71631976;4,463030936;-75,71575517;4,462923206
30635024;19000;-75,65933835;4,491452261;-75,65845798;4,490677591
30635025;19000;-75,6620619;4,487016031;-75,66198708;4,487043007
30635026;19000;-75,68914568;4,487149597;-75,68914568;4,487149597
30635029;19000;-75,66489033;4,483764275;-75,6620619;4,487016031
30635030;19000;-75,70199783;4,450666479;-75,7002715;4,450061164
30635033;19000;-75,64142567;4,466420639;-75,64142117;4,466417918
30635034;19000;-75,65348175;4,463422947;-75,65348175;4,463422947
30635035;19000;-75,66456004;4,45735573;-75,66456004;4,45735573
30635036;19000;-75,65648118;4,451771227;-75,65647847;4,451775742
30635039;19000;-75,70979692;4,464183189;-75,70979692;4,464183189
30635041;19000;-75,67305142;4,467746867;-75,67305142;4,467746867
30634460;19000;-75,69701653;4,449387853;-75,69700752;4,449389644
30634461;19000;-75,65933835;4,491452261;-75,65933835;4,491452261
30634462;19000;-75,65533377;4,453577075;-75,65533377;4,453577075
30634463;19000;-75,65331307;4,471920551;-75,65392565;4,470495179
30634464;19000;-75,67894491;4,440295076;-75,67894491;4,440292364
30634465;19000;-75,67234809;4,487895719;-75,67240547;4,488507867
30635061;19000;-75,65818363;4,454555345;-75,65940132;4,455084757
30635062;19000;-75,67911069;4,470212975;-75,67824422;4,471121688
30635063;19000;-75,67729773;4,47384376;-75,676786;4,473889788
30635064;19000;-75,64066646;4,476961045;-75,64066646;4,476961045
30635065;19000;-75,68847736;4,457559705;-75,68931431;4,457961786
30635066;19000;-75,688477;4,467887989;-75,68914268;4,468251349
30635068;19000;-75,6775362;4,438845921;-75,6775362;4,438845921
30635071;19000;-75,69373401;4,428758441;-75,69373401;4,428758441
30635073;19000;-75,67410215;4,460427942;-75,67536017;4,460132923
30635042;19000;-75,70023792;4,456952703;-75,70075062;4,457827887
30635044;19000;-75,65342204;4,47750951;-75,65351279;4,476698768
30635045;19000;-75,65854687;4,456304458;-75,65854687;4,456304458
30635046;19000;-75,65773521;4,484808077;-75,65650701;4,484571535
30635048;19000;-75,69679408;4,437785726;-75,69679675;4,43780562
30635050;19000;-75,65508598;4,464359939;-75,65236028;4,465764925
30635051;19000;-75,6707734;4,472921741;-75,66954884;4,470783129
30635052;19000;-75,64629084;4,468165023;-75,64528032;4,467641416
30635053;19000;-75,65662047;4,438343833;-75,65662047;4,438343833
30635054;19000;-75,65509669;4,481630663;-75,65509669;4,481630663
30635055;19000;-75,68204337;4,451781459;-75,68204337;4,451781459
30635056;19000;-75,65481755;4,463430068;-75,65460902;4,46273265
30635057;19000;-75,68912533;4,460735051;-75,68913613;4,460738688
30635059;19000;-75,67824422;4,471121688;-75,67775105;4,471832226
30635060;19000;-75,64151529;4,465730136;-75,64173308;4,463981264
30635076;19000;-75,68847596;4,461647813;-75,68793991;4,462176567
30635078;19000;-75,68677584;4,441764551;-75,68812798;4,439295438
30635079;19000;-75,6731137;4,466736267;-75,6731137;4,466736267
30635080;19000;-75,66489033;4,483764275;-75,66489033;4,483764275
30634544;19000;-75,66914099;4,475380297;-75,66857421;4,475955076
30634546;19000;-75,6735952;4,462228728;-75,67298055;4,465706306
30634550;19000;-75,68534214;4,466450485;-75,68534214;4,466450485
30634551;19000;-75,68314912;4,467217456;-75,68314912;4,467217456
30634552;19000;-75,65650701;4,484571535;-75,65751762;4,48321022
30634555;19000;-75,70566233;4,450157154;-75,70565963;4,450155341
30634556;19000;-75,65509669;4,481630663;-75,65387595;4,478480427
30634558;19000;-75,65838343;4,466805441;-75,65876079;4,467300682
